;unit;sex;age;geo_niv_0;geo_niv_1;geo_niv_2;region;icd10_niv_0;icd10_niv_1;icd10_niv_2;icd10_niv_3;maladies;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994
15046;RT;F;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);1.82;0.1;0.2;0.81;0.31;0.3;0.9;0.1;0.3;0.1;0.7;0.2;1.1;0.5;0.4;3.3;0.8;1.5;1.7;2.3;1.3;0.3
15047;RT;F;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);2.5;0.52;1.46;0.73;0.42;0.2;0.6;0.2;0.7;0.3;1.2;0.1;0.8;0.3;0.2;2.3;1.3;4.5;1;1.6;1.8;0.2
15048;RT;F;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);3.53;0.3;0.91;1.06;0.76;0.2;1.8;0.2;0.3;0.4;1.5;0.1;0.8;0.9;0.2;3.7;2.2;2.2;3;1.5;2.3;0.2
15049;RT;F;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);1.97;: ;1.44;0.79;:;0.3;0.9;0.5;0.3;0.4;0.7;0.3;0.8;1.1;0.4;3.7;3;4.4;4;0.7;1.2;0.1
15050;RT;F;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);4.61;0.83;1.66;3.08;0.71;0.4;1.8;0.4;0.1;0.2;3.9;0.5;0.7;2.3;0.6;5.9;3.5;7.6;4.2;4.3;1.1;1.1
15051;RT;F;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);1.75;0.38;0.81;0.57;0.76;0.2;1;0.2;0.3;0.2;1.3;0;1;0.6;0.5;3.4;2.6;1.3;1.6;1.7;1.3;0.7
15052;RT;F;TOTAL;FR;FR4;FR41;Lorraine (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);5.35;0.25;1.08;0.58;0.42;0.2;0.6;0.6;0.8;0.3;2.1;0.3;0.8;1.6;0.1;3.5;3.1;3.7;2.2;2.4;1.6;0.6
15053;RT;F;TOTAL;FR;FR4;FR42;Alsace (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);4.04;0.42;1.47;1.15;0.95;0.2;1.6;1.3;0.2;0.3;2.1;0.4;1.4;0.7;0.4;2.3;2.4;2.5;2.3;2.9;1.8;0.9
15054;RT;F;TOTAL;FR;FR4;FR43;Franche-Comte (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);3;0.67;2;0.84;0.17;0.3;0.8;0.8;0.5;: ;3.1;0.3;1.2;3;0.7;4;4.9;5.3;3.2;1.8;1.4;1.6
15055;RT;F;TOTAL;FR;FR5;FR51;Pays de la Loire (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);5.12;0.32;1.17;0.48;0.43;0.2;0.8;0.2;0.4;0.1;1.5;0.1;1;0.5;: ;2.3;2.5;2.6;2.2;1;1.9;0.4
15056;RT;F;TOTAL;FR;FR5;FR52;Bretagne (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);4.42;0.53;1.31;1.32;0.54;0.1;1;0.4;0.8;0.2;2.1;0.3;1.4;0.8;0.3;3.5;2.2;4;2.9;2;2.4;0.8
15057;RT;F;TOTAL;FR;FR5;FR53;Poitou-Charentes (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);4.94;0.86;1.73;1.95;1.09;0.2;0.5;0.3;0.1;0.2;3.3;0.7;1;0.3;: ;2.2;3.3;4.2;4.3;2.5;2.3;0.7
15058;RT;F;TOTAL;FR;FR6;FR61;Aquitaine (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);3.53;0.4;0.93;1.93;0.29;0.1;0.5;0.4;0.5;0.2;2.9;0.5;1.2;0.9;0.5;2.6;3.8;5.3;2.3;1.3;1.6;0.4
15059;RT;F;TOTAL;FR;FR6;FR62;Midi-Pyrenees (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);3.04;0.39;0.66;1.53;0.6;0.3;1;0.7;0.6;0.4;2.5;0.8;0.7;1.5;0.1;4.5;5;8.9;1.9;2.7;1.6;1.3
15060;RT;F;TOTAL;FR;FR6;FR63;Limousin (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);8.13;1.05;2.1;1.31;0.52;: ;2.1;0.3;0.5;0.5;2.4;1.1;0.5;1.3;0.3;4.1;4.3;11.1;6;3.8;1.9;2.4
15061;RT;F;TOTAL;FR;FR7;FR71;Rhone-Alpes (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);3.66;0.54;1.91;3.15;0.43;0.3;0.8;0.4;0.6;0.2;3.4;0.5;1.1;1.8;0.4;5.2;5.9;8.2;2.3;4.2;1.7;1.7
15062;RT;F;TOTAL;FR;FR7;FR72;Auvergne (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);3.56;1.28;1.43;3.58;0.43;0.3;0.6;0.6;1.9;0.4;3.8;0.4;1.2;1.8;0.4;6.5;5.6;13.8;2.8;5.8;1.9;1.9
15063;RT;F;TOTAL;FR;FR8;FR81;Languedoc-Roussillon (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);3.92;0.83;1.82;2.34;0.57;0.2;1.2;0.7;0.8;0.3;4.1;0.3;1.3;2.6;0.3;4;8.4;6.4;1.6;3.4;1.7;0.9
15064;RT;F;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);4.86;0.54;1.82;2.37;0.43;0.1;0.7;0.2;0.3;0.2;2.4;0.4;0.8;1.2;0.3;2.9;4.7;5.9;1.3;1.2;0.9;1.1
15065;RT;F;TOTAL;FR;FR8;FR83;Corse (NUTS 2013);A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);1.18;: ;1.22;0.62;:;: ;1.3;1.3;0.6;: ;1.3;1.4;0.7;2.1;: ;: ;5.2;2.3;3;: ;: ;2.3
15066;RT;F;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);: ;: ;: ;1.7;1.26;1.3;3.8;0.8;: ;0.9;2.1;0.4;0.9;0.4;1.3;: ;: ;: ;: ;: ;: ;:
15067;RT;F;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);: ;: ;: ;0.96;0.95;0.9;3.8;1.4;2.3;0.5;1.4;0.5;1.9;2.4;1.5;: ;: ;: ;: ;: ;: ;:
15068;RT;F;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;A_U;J;J09-J11;Grippe (grippe porcine incluse);: ;: ;: ;1.16;1.63;0.9;2.4;1.4;1;0.7;1.3;1;1.5;2.4;1.6;: ;: ;: ;: ;: ;: ;:
15355;RT;F;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;A_U;J;J12-J18;Pneumonie;14.16;12.06;11.89;14;12.57;11.4;13.5;12.6;11.8;12.1;13.6;12.4;16.8;16;14.9;15.6;21.8;21.7;24.3;24.7;22.2;20
15356;RT;F;TOTAL;FR;FR2;FR21;Champagne-Ardenne (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;24;17.46;21.41;24.16;17.05;19.1;18.5;19.4;18.9;18.1;17.8;15.4;21.7;20.5;20;20.3;29.3;23.5;26.3;31.4;34.2;28.5
15357;RT;F;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;25.94;18.71;19.98;22.86;17.92;19;20;18.1;17.9;18.1;21.9;18;23.3;19.2;18.8;23.4;29.9;28.9;32.8;29.3;27.1;25.2
15358;RT;F;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;18.72;16.79;19.35;17.29;17.65;14.5;17.6;16.7;14.4;14.3;16.4;14.9;17.8;17.2;15.8;17.4;22.6;26.7;31.9;27.9;26.5;24.7
15359;RT;F;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;21.64;14.99;19.1;19.99;15.57;16.5;19.1;16;15.3;15.3;16.7;13.6;22.6;17.5;21.1;19.9;28.5;28.2;30.3;26.7;26.9;23.7
15360;RT;F;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;22.18;16.01;21.92;22.97;18.52;16.6;18.2;19.5;19.2;20.2;21.4;18;19.7;21.2;18.7;18.1;26.8;25.6;33.1;27.3;24.9;24.1
15361;RT;F;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;23.89;17.85;22.62;21.29;16.66;15.6;19.4;16.3;19;19.7;20.9;17.2;23.3;25.4;21.7;25.5;32.4;33.7;35.4;31.7;29.4;32.7
15362;RT;F;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;23.04;16.67;22.71;21.39;17.16;17.7;18.9;18.4;18.7;17.5;16.9;16.4;19.7;20.4;17.6;19.2;27.9;27;29.9;26.9;24.9;23.9
15363;RT;F;TOTAL;FR;FR4;FR41;Lorraine (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;26.84;22.87;23.63;21.61;19.36;18.3;19.4;22.9;17;17;21.9;18;20.3;18.5;16.3;19.8;31.1;29.5;32.8;32;28.5;28.1
15364;RT;F;TOTAL;FR;FR4;FR42;Alsace (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;21.68;18.94;20.1;18.78;16.96;15.8;20.4;19.8;15.1;17.4;20.5;17.6;20.2;19.4;17.4;19.6;33.1;30;39.1;35.9;30.9;33.4
15365;RT;F;TOTAL;FR;FR4;FR43;Franche-Comte (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;23.17;18.35;19.02;20.55;19.26;17.4;18.7;15.4;16.9;18.9;21.4;18.9;23.2;25;20.4;19.3;35;31.2;40.8;39.8;36.3;29.3
15366;RT;F;TOTAL;FR;FR5;FR51;Pays de la Loire (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;20.33;16.06;18.62;19.3;18.38;14.3;19.1;16.1;16.5;16;17.5;12.9;20.4;16.3;19.1;18.9;28.7;25.1;29.7;25.5;26.9;23.2
15367;RT;F;TOTAL;FR;FR5;FR52;Bretagne (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;27.24;21.33;22.72;22.3;18.86;19.2;22;20.3;20.6;17.9;22.3;17.7;22.9;19.8;20.5;22.3;31.1;27.3;41.9;38.8;30.6;33.9
15368;RT;F;TOTAL;FR;FR5;FR53;Poitou-Charentes (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;26.08;17.78;21.94;21.36;17.42;17;17.7;20.7;17.9;18.7;19.3;15.8;20.1;18.5;21.1;25.2;31.5;29.8;30.7;34.4;31.3;27.7
15369;RT;F;TOTAL;FR;FR6;FR61;Aquitaine (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;25.71;19.65;21.76;22.32;19.68;18.5;20;17.6;17.9;16.2;26.2;18.2;21;22.9;18.5;22.4;31.6;35;31.1;27.8;28.6;29.7
15370;RT;F;TOTAL;FR;FR6;FR62;Midi-Pyrenees (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;22.17;17.86;17.02;21.85;18.06;16.4;18.1;18.9;18.7;14.8;22.1;19.1;21;21.7;20.1;21.2;32.6;35.4;34.2;32.9;28.7;30.6
15371;RT;F;TOTAL;FR;FR6;FR63;Limousin (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;27.01;22.3;21.49;24.85;24.53;18.7;20;20.3;18.6;18.9;25.2;22.7;26;29.3;25.9;25.2;37.7;34.8;39.3;45.5;35.7;31.3
15372;RT;F;TOTAL;FR;FR7;FR71;Rhone-Alpes (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;18.86;15.13;15.04;18.25;14.83;14.5;15.6;15.7;14.2;14.4;16.9;14.5;19.6;17.8;17;20.2;28.5;29.7;29.5;30.2;31.2;29.4
15373;RT;F;TOTAL;FR;FR7;FR72;Auvergne (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;29.02;25.07;27.44;25.62;19.51;20.6;22.5;22.8;19.5;18.7;25.6;17.7;24;20.4;21.7;26.8;33.8;38.2;33;35.8;34.4;33.8
15374;RT;F;TOTAL;FR;FR8;FR81;Languedoc-Roussillon (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;24.17;19.71;23;25.43;21.41;20.8;22;23.1;18.5;17.4;21.8;21.3;27.8;21.7;21.8;23.3;39.1;33.5;37.9;33.5;31.3;34.2
15375;RT;F;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;25.08;22.16;22.64;25.41;18.33;18.5;19.6;19.2;21.2;18.9;22.9;20.5;25.5;23.2;22.4;24.5;38;34.4;32.5;30.5;30.3;27.6
15376;RT;F;TOTAL;FR;FR8;FR83;Corse (NUTS 2013);A-R_V-Y;A_U;J;J12-J18;Pneumonie;15.99;22.77;15.24;18.48;17.4;18.3;16.5;13.5;11;14.4;18.7;19;22.1;16.2;11.5;14.6;28.3;24.8;18.9;15.9;17.5;22.9
15377;RT;F;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;A_U;J;J12-J18;Pneumonie;: ;: ;: ;14.47;12.21;14.6;15.5;11.4;9.7;9.8;12;6.9;8.3;11.4;9.8;: ;: ;: ;: ;: ;: ;:
15378;RT;F;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;A_U;J;J12-J18;Pneumonie;: ;: ;: ;7.18;14.25;18.4;9.4;13.1;16.9;10.8;8.5;13.3;16.3;13;15.1;: ;: ;: ;: ;: ;: ;:
15379;RT;F;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;A_U;J;J12-J18;Pneumonie;: ;: ;: ;8.24;3.33;2.6;6.1;5.4;6.4;1.9;6.9;7.1;3.2;5.5;7;: ;: ;: ;: ;: ;: ;:
15380;RT;F;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;A_U;J;J12-J18;Pneumonie;: ;: ;: ;7.87;7.46;9.2;8.1;9.6;7;7.4;11.5;7.4;6.7;10.2;6.4;: ;: ;: ;: ;: ;: ;:
15617;RT;F;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;8.61;7.43;8.09;8.08;7.22;6.4;6.4;6.8;6.5;6.4;7;6.5;6.8;6.6;6.1;6.1;15.2;16.2;16.7;15.2;14.4;13.6
15618;RT;F;TOTAL;FR;FR2;FR21;Champagne-Ardenne (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;15.56;9.75;12.09;13.25;10.49;10.1;10.2;10.3;9.5;7.6;9.2;8;10;7.7;7.9;9.6;22;20.3;25.5;23.1;20.9;17
15619;RT;F;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;13.93;10.82;10.96;10.06;8.45;8.6;7.1;8.6;8.8;6.7;10;8.6;9.1;8;8.1;9.1;26.3;20.2;23.9;21.9;21.8;18.1
15620;RT;F;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;10.81;10.64;9.2;9.43;8.51;8.4;8;6.9;7.2;7.9;9.4;7.6;8.3;6.3;8.1;9;23;22.3;18.5;21;21.3;15.3
15621;RT;F;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;13.6;8.74;11.17;11.05;8.58;8.4;8.3;8.9;8.3;8.9;9.3;6.6;9.6;7.6;7.2;9.7;23.6;22.9;22.8;20.4;18.8;16.4
15622;RT;F;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;13.26;8.27;12.6;10.63;10.12;9.1;9.4;7.8;7.7;8.4;8.7;7.5;7.6;6.9;8.7;10.9;22.4;25.1;20.1;21.9;21;23.8
15623;RT;F;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;13.13;12.53;11.49;11;9.92;10.3;11.7;10.9;10.3;9.4;9.8;9.2;9.9;9.9;10.1;10;23.9;23.2;24.5;22.1;19.5;19.4
15624;RT;F;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;10.19;8.84;9.21;10.41;7.88;7.5;8;8.8;8.2;7.1;8.7;6.6;8;8.3;7.3;10.3;22;21.5;20.4;20.3;19.6;16.1
15625;RT;F;TOTAL;FR;FR4;FR41;Lorraine (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;18.56;11.69;12.31;14.22;11.46;11.6;12.8;10.7;9.8;10.2;11.4;9.7;11.7;11.9;8.9;10.4;22.7;23.5;21.2;21.6;19.6;18.9
15626;RT;F;TOTAL;FR;FR4;FR42;Alsace (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;13.9;11.13;10.05;9.13;8.85;7.2;9.3;8.5;8.3;11.4;7.6;7;7.3;7.8;7.2;8.7;17.3;15.5;17.4;18.6;16.4;12.6
15627;RT;F;TOTAL;FR;FR4;FR43;Franche-Comte (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;12.83;8.51;8.34;9.52;11.72;8.7;11.3;10;8.8;12.1;7.7;5.7;8.3;8.2;6.8;8.9;20.4;16;18.5;16.3;17;17.4
15628;RT;F;TOTAL;FR;FR5;FR51;Pays de la Loire (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;13.85;10.38;10.98;10.64;9.16;9.7;9.3;7.6;9.5;8.1;8.9;8.8;11.6;7.5;6.9;9.5;20.1;20.6;21.4;19.4;20;17.2
15629;RT;F;TOTAL;FR;FR5;FR52;Bretagne (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;19.16;15.88;17.53;16.66;13.26;14.8;14.1;14.4;16.6;12.4;14.4;12.6;13.8;12.4;12.8;15.5;30.4;28.9;28.9;28.9;27.3;21.5
15630;RT;F;TOTAL;FR;FR5;FR53;Poitou-Charentes (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;14.59;11.64;14.05;12.04;11.32;11;9;10.1;9.2;7.6;11.4;9.6;9;10.3;10.1;9.4;28.9;26.3;28.6;26.2;22;20.8
15631;RT;F;TOTAL;FR;FR6;FR61;Aquitaine (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;13.74;10.86;11.89;11.98;9.55;9.3;9.7;8.9;10.1;9.1;8.6;10;9.6;6.5;7.4;7.4;26.1;21.4;21.4;20.6;21.7;20.9
15632;RT;F;TOTAL;FR;FR6;FR62;Midi-Pyrenees (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;14.03;12.58;12.14;12.68;10.97;12;9.3;9.6;9.7;10.7;10.6;9.1;9.5;8.9;9.6;9.5;26.4;26.1;23.5;25.4;21.8;23.8
15633;RT;F;TOTAL;FR;FR6;FR63;Limousin (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;23.87;12.59;11.79;14.65;15.66;10.1;12.2;11.7;11;11.1;12.2;10.4;12;11.6;10;12.7;27.7;33.4;28.2;25.2;28.6;29.9
15634;RT;F;TOTAL;FR;FR7;FR71;Rhone-Alpes (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;11.86;8.57;10.54;8.76;8.03;8.1;8.4;8.8;8.2;6.7;8.1;7.6;7.7;7.4;7.1;8.5;19.9;19.3;18;16.5;15.6;15.1
15635;RT;F;TOTAL;FR;FR7;FR72;Auvergne (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;14.51;13.67;9.57;13.88;7.75;9.6;10.9;8.5;9.2;6.1;10.3;9.2;7.6;9.4;8.4;8.3;22.4;26;20.3;21.4;19;17.2
15636;RT;F;TOTAL;FR;FR8;FR81;Languedoc-Roussillon (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;11.22;11.17;11.29;10.41;9.59;7.9;9.5;9.1;9.6;7.8;9.7;6.7;9;8.5;8;8.3;22.9;20.6;23.1;21.5;17;17.7
15637;RT;F;TOTAL;FR;FR8;FR82;Provence-Alpes-Cote d'Azur (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;13.4;11.23;11.73;12.06;11.21;8.3;8.8;8.5;8.1;8.7;9.3;7.7;9.7;7.7;8;8.9;23.3;22.9;19.5;19.2;18.3;17
15638;RT;F;TOTAL;FR;FR8;FR83;Corse (NUTS 2013);A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;10.07;11.38;12.19;6.78;7.46;9.4;13.4;9;5.2;4.6;6.7;6.1;11.8;7.7;5.7;7.3;19.3;15.8;10.6;14.4;11.4;20.6
15639;RT;F;TOTAL;#N/A;#N/A;FR91;#N/A;A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;: ;: ;: ;2.13;1.68;1.3;2.1;1.7;1.7;1.3;1.3;2.2;1.3;0.9;0.9;: ;: ;: ;: ;: ;: ;:
15640;RT;F;TOTAL;#N/A;#N/A;FR92;#N/A;A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;: ;: ;: ;1.92;0.95;2.8;1.9;1.4;2.8;0.9;1.9;1.4;1.4;1.4;1.9;: ;: ;: ;: ;: ;: ;:
15641;RT;F;TOTAL;#N/A;#N/A;FR93;#N/A;A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;: ;: ;: ;0.82;2.5;: ;1.7;2.7;0.9;: ;2;2;: ;: ;: ;: ;: ;: ;: ;: ;: ;:
15642;RT;F;TOTAL;#N/A;#N/A;FR94;#N/A;A-R_V-Y;A_U;J;J40-J44_J47;Autres maladies des voies respiratoires inferieures;: ;: ;: ;5.56;2.56;4.7;5.9;3.3;5.1;5.9;7.5;3.8;6.5;4.2;3.2;: ;: ;: ;: ;: ;: ;:
15918;RT;F;TOTAL;FR;FR1;FR10;ile de France;A-R_V-Y;A_U;J;J40-J47;Maladies chroniques des voies respiratoires inferieures;10.03;8.88;9.58;9.78;8.53;8.1;7.8;8.4;7.9;7.9;9.1;8.6;9.3;8.5;8.2;8.4;18.7;19.7;20.4;18.9;17.5;16.7
15919;RT;F;TOTAL;FR;FR2;FR21;Champagne-Ardenne (NUTS 2013);A-R_V-Y;A_U;J;J40-J47;Maladies chroniques des voies respiratoires inferieures;18.03;11.49;13.98;15.28;12.24;11.8;13.4;12.5;12.2;9.6;11.2;9.3;12.4;9.3;10.9;13.3;25.8;22.4;29.1;26.2;24.6;21.1
15920;RT;F;TOTAL;FR;FR2;FR22;Picardie (NUTS 2013);A-R_V-Y;A_U;J;J40-J47;Maladies chroniques des voies respiratoires inferieures;15.64;12.24;12.48;12.29;10.18;10.5;8.6;10.2;11;8.4;11.6;10.5;12.5;10.4;10.4;12;29.3;22.7;27.8;24.7;26.5;21.2
15921;RT;F;TOTAL;FR;FR2;FR23;Haute-Normandie (NUTS 2013);A-R_V-Y;A_U;J;J40-J47;Maladies chroniques des voies respiratoires inferieures;11.75;12.2;10.46;10.69;10.29;10.1;9.5;8.3;8.6;9.4;12;9.2;10.7;8.5;10.9;12.8;25.9;25.8;22.5;25.4;24.9;18.3
15922;RT;F;TOTAL;FR;FR2;FR24;Centre (FR) (NUTS 2013);A-R_V-Y;A_U;J;J40-J47;Maladies chroniques des voies respiratoires inferieures;15.4;9.87;12.91;12.64;10.94;10;10.9;11.4;10.3;11;11.6;9.7;12.4;10.2;10;13.1;28.1;27.6;27.2;24.3;23;20
15923;RT;F;TOTAL;FR;FR2;FR25;Basse-Normandie (NUTS 2013);A-R_V-Y;A_U;J;J40-J47;Maladies chroniques des voies respiratoires inferieures;15.49;9.71;14.31;11.81;12.22;10.9;11.9;10.8;10.3;11.2;10.9;9.8;10.7;9.8;11.6;13.7;28.7;30.3;24.7;26;27.1;27.3
15924;RT;F;TOTAL;FR;FR2;FR26;Bourgogne (NUTS 2013);A-R_V-Y;A_U;J;J40-J47;Maladies chroniques des voies respiratoires inferieures;15.26;15.6;14.21;12.89;12.29;14;14.9;12.8;14.1;13.3;13;12.6;13.6;15.2;13.6;13.8;29.2;29.2;29.3;28;24.6;24.3
15925;RT;F;TOTAL;FR;FR3;FR30;Nord - Pas-de-Calais (NUTS 2013);A-R_V-Y;A_U;J;J40-J47;Maladies chroniques des voies respiratoires inferieures;12.13;10.83;11.17;12.46;10.75;9.9;10.7;10.6;10.4;9.5;11.4;9.1;10.5;11.2;10.3;14.1;25.7;25.1;24.2;25.2;23.8;20.3
15926;RT;F;TOTAL;FR;FR4;FR41;Lorraine (NUTS 2013);A-R_V-Y;A_U;J;J40-J47;Maladies chroniques des voies respiratoires inferieures;20.66;13.11;14.15;15.55;14.04;13.7;15;12.6;11.7;12.1;14.1;11.6;14.3;15.1;11.8;13.1;26.2;28.8;24.6;25.1;24;22.2
15927;RT;F;TOTAL;FR;FR4;FR42;Alsace (NUTS 2013);A-R_V-Y;A_U;J;J40-J47;Maladies chroniques des voies respiratoires inferieures;15.04;13.01;11.41;11.33;10.22;9.1;11.4;9.8;9.9;13;10.2;8.6;9.7;9.9;9.5;10.4;20.6;17.7;20.5;20.9;19.6;15.8
15928;RT;F;TOTAL;FR;FR4;FR43;Franche-Comte (NUTS 2013);A-R_V-Y;A_U;J;J40-J47;Maladies chroniques des voies respiratoires inferieures;14.33;10.68;9.84;11.86;13.23;9.6;13.3;11.1;10.7;13.6;9.4;7.4;10.5;11.1;9.2;11.6;24.6;20.1;22.6;21.7;19.3;20.8
